loan_id,account_id,Date,amount,duration,payments,status,Total Amount INR
5134,825,02-02-2020,53076,12,4423,Contract Finished,191073.6
5419,2246,05-02-2020,415800,60,6930,Running Contract,1496880
6255,6158,08-02-2020,247920,48,5165,Client in debt,892512
5656,3353,09-02-2020,146064,24,6086,Running Contract,525830.4
6934,9494,09-02-2020,116832,12,9736,Contract Finished,420595.2
6028,5072,09-02-2020,317520,60,5292,Running Contract,1143072
6490,7262,10-02-2020,73260,60,1221,Running Contract,263736
6415,6950,12-02-2020,475680,48,9910,Running Contract,1712448
7087,10215,20-02-2020,44304,24,1846,Running Contract,159494.4
5420,2247,24-02-2020,72504,24,3021,Running Contract,261014.4
5977,4803,25-02-2020,59136,48,1232,Running Contract,212889.6
6824,9052,26-02-2020,71976,24,2999,Client in debt,259113.6
5207,1244,28-02-2020,35904,48,748,Running Contract,129254.4
7115,10351,04-03-2020,88704,48,1848,Running Contract,319334.4
7250,11069,04-03-2020,119136,48,2482,Running Contract,428889.6
6010,4969,06-03-2020,150180,60,2503,Running Contract,540648
6088,5317,07-03-2020,90180,36,2505,Running Contract,324648
5682,3455,07-03-2020,67464,12,5622,Contract Finished,242870.4
7201,10807,07-03-2020,67464,12,5622,Contract Finished,242870.4
6938,9504,10-03-2020,341280,60,5688,Running Contract,1228608
6875,9235,13-03-2020,83280,48,1735,Running Contract,299808
5953,4715,14-03-2020,97176,24,4049,Running Contract,349833.6
5942,4681,15-03-2020,162624,48,3388,Running Contract,585446.4
5382,2134,17-03-2020,22932,36,637,Running Contract,82555.2
6377,6792,17-03-2020,17184,12,1432,Contract Finished,61862.4
5931,4618,17-03-2020,66696,24,2779,Client in debt,240105.6
5992,4863,18-03-2020,76080,12,6340,Contract Finished,273888
5790,4033,20-03-2020,84288,48,1756,Running Contract,303436.8
6753,8688,20-03-2020,67980,12,5665,Contract Finished,244728
6562,7674,21-03-2020,94488,24,3937,Running Contract,340156.8
7046,10049,28-03-2020,91632,12,7636,Contract Finished,329875.2
5868,4361,29-03-2020,90156,12,7513,Contract Finished,324561.6
5784,3967,29-03-2020,84600,36,2350,Client in debt,304560
5878,4415,01-04-2020,74040,12,6170,Contract Finished,266544
5110,675,01-04-2020,102240,60,1704,Running Contract,368064
5210,1252,01-04-2020,148140,36,4115,Running Contract,533304
7230,10954,02-04-2020,18720,60,312,Running Contract,67392
5005,176,10-04-2020,27456,12,2288,Contract Finished,98841.6
6871,9225,13-04-2020,164256,48,3422,Running Contract,591321.6
5363,2051,22-04-2020,293880,60,4898,Client in debt,1057968
7253,11079,26-04-2020,98304,12,8192,Contract Finished,353894.4
6055,5181,28-04-2020,399120,60,6652,Running Contract,1436832
5072,472,28-04-2020,196800,24,8200,Client in debt,708480
6913,9377,29-04-2020,99936,24,4164,Running Contract,359769.6
6386,6856,30-04-2020,124344,36,3454,Running Contract,447638.4
5634,3229,01-05-2020,39024,12,3252,Contract Finished,140486.4
5758,3859,02-05-2020,307200,60,5120,Client in debt,1105920
6819,9031,03-05-2020,50112,24,2088,Running Contract,180403.2
7088,10233,03-05-2020,239160,60,3986,Running Contract,860976
5039,314,03-05-2020,66840,24,2785,Running Contract,240624
5532,2754,04-05-2020,335280,48,6985,Running Contract,1207008
6037,5118,04-05-2020,53232,48,1109,Running Contract,191635.2
6322,6510,06-05-2020,76992,24,3208,Running Contract,277171.2
6887,9263,08-05-2020,39576,12,3298,Contract Finished,142473.6
6660,8094,09-05-2020,220428,36,6123,Running Contract,793540.8
5451,2350,11-05-2020,159744,48,3328,Running Contract,575078.4
6014,4999,18-05-2020,165168,36,4588,Running Contract,594604.8
5556,2872,19-05-2020,268320,60,4472,Running Contract,965952
6346,6649,22-05-2020,100260,60,1671,Running Contract,360936
5850,4293,22-05-2020,164196,36,4561,Running Contract,591105.6
5940,4660,28-05-2020,106944,24,4456,Running Contract,384998.4
7119,10361,02-06-2020,86880,12,7240,Contract Finished,312768
5253,1447,03-06-2020,100080,48,2085,Running Contract,360288
6851,9138,03-06-2020,272220,60,4537,Client in debt,979992
6695,8320,04-06-2020,309660,60,5161,Running Contract,1114776
6908,9353,08-06-2020,188616,24,7859,Running Contract,679017.6
7255,11096,09-06-2020,213300,60,3555,Running Contract,767880
5674,3418,10-06-2020,207264,48,4318,Running Contract,746150.4
6278,6265,10-06-2020,87360,24,3640,Running Contract,314496
5486,2516,13-06-2020,466608,48,9721,Running Contract,1679788.8
5174,1093,13-06-2020,385104,48,8023,Running Contract,1386374.4
6621,7957,14-06-2020,42900,12,3575,Contract Finished,154440
6313,6461,15-06-2020,150912,36,4192,Running Contract,543283.2
6435,7045,16-06-2020,288720,48,6015,Running Contract,1039392
6970,9677,17-06-2020,31620,60,527,Running Contract,113832
6310,6440,17-06-2020,34572,12,2881,Contract Finished,124459.2
5932,4626,18-06-2020,33348,12,2779,Contract Finished,120052.8
6877,9241,19-06-2020,285240,60,4754,Running Contract,1026864
6763,8772,19-06-2020,88272,48,1839,Running Contract,317779.2
7085,10202,19-06-2020,305424,48,6363,Running Contract,1099526.4
7049,10063,24-06-2020,233424,36,6484,Running Contract,840326.4
6959,9633,30-06-2020,59448,24,2477,Client in debt,214012.8
5214,1270,01-07-2020,74772,36,2077,Running Contract,269179.2
6350,6678,09-07-2020,294384,48,6133,Running Contract,1059782.4
5063,442,10-07-2020,357840,48,7455,Client in debt,1288224
5041,319,11-07-2020,369000,60,6150,Running Contract,1328400
5086,525,16-07-2020,210384,48,4383,Running Contract,757382.4
6942,9513,16-07-2020,18324,12,1527,Contract Finished,65966.4
5270,1528,21-07-2020,191088,48,3981,Running Contract,687916.8
6705,8381,25-07-2020,333648,48,6951,Client in debt,1201132.8
7051,10068,28-07-2020,77808,12,6484,Contract Finished,280108.8
6758,8742,29-07-2020,33144,12,2762,Contract Finished,119318.4
6249,6138,30-07-2020,67608,24,2817,Running Contract,243388.8
5808,4099,31-07-2020,41856,48,872,Running Contract,150681.6
5377,2116,04-08-2020,92400,12,7700,Contract Finished,332640
5446,2334,04-08-2020,48312,24,2013,Running Contract,173923.2
5856,4320,09-08-2020,51360,12,4280,Loan not payed,184896
4986,97,10-08-2020,102876,12,8573,Contract Finished,370353.6
7001,9859,10-08-2020,300600,60,5010,Running Contract,1082160
6677,8169,12-08-2020,97980,60,1633,Running Contract,352728
6665,8114,15-08-2020,99300,60,1655,Running Contract,357480
5817,4127,15-08-2020,100800,24,4200,Client in debt,362880
6984,9730,15-08-2020,116040,60,1934,Running Contract,417744
6541,7565,17-08-2020,153504,48,3198,Running Contract,552614.4
5117,718,20-08-2020,76944,12,6412,Contract Finished,276998.4
6097,5362,21-08-2020,202848,48,4226,Running Contract,730252.8
5389,2165,22-08-2020,78600,24,3275,Running Contract,282960
7219,10905,23-08-2020,57120,48,1190,Running Contract,205632
6338,6592,24-08-2020,390660,60,6511,Running Contract,1406376
6922,9424,26-08-2020,83628,36,2323,Running Contract,301060.8
5367,2064,26-08-2020,83628,36,2323,Running Contract,301060.8
5638,3249,27-08-2020,68124,12,5677,Contract Finished,245246.4
5830,4190,28-08-2020,405780,60,6763,Running Contract,1460808
5338,1888,30-08-2020,57360,12,4780,Loan not payed,206496
6007,4949,30-08-2020,289920,48,6040,Running Contract,1043712
6612,7907,31-08-2020,97392,12,8116,Contract Finished,350611.2
5718,3637,01-09-2020,14028,12,1169,Contract Finished,50500.8
6104,5395,05-09-2020,158184,36,4394,Running Contract,569462.4
5229,1329,06-09-2020,23520,12,1960,Contract Finished,84672
6625,7966,07-09-2020,473280,60,7888,Client in debt,1703808
5206,1242,07-09-2020,128544,24,5356,Running Contract,462758.4
5963,4746,07-09-2020,204780,60,3413,Running Contract,737208
4990,110,08-09-2020,162576,36,4516,Running Contract,585273.6
6641,8026,09-09-2020,128268,36,3563,Running Contract,461764.8
5369,2080,12-09-2020,214596,36,5961,Running Contract,772545.6
6196,5837,14-09-2020,177804,36,4939,Running Contract,640094.4
5236,1374,15-09-2020,389136,48,8107,Running Contract,1400889.6
5719,3664,20-09-2020,271584,48,5658,Running Contract,977702.4
5643,3273,21-09-2020,94512,12,7876,Loan not payed,340243.2
7050,10065,23-09-2020,311232,48,6484,Running Contract,1120435.2
6355,6699,24-09-2020,127200,48,2650,Running Contract,457920
6688,8268,26-09-2020,8616,24,359,Running Contract,31017.6
6239,6083,28-09-2020,360864,48,7518,Client in debt,1299110.4
5531,2753,30-09-2020,66432,24,2768,Running Contract,239155.2
6113,5445,01-10-2020,78696,36,2186,Running Contract,283305.6
7181,10679,02-10-2020,197808,24,8242,Running Contract,712108.8
6118,5477,04-10-2020,349392,48,7279,Running Contract,1257811.2
7264,11141,07-10-2020,44940,12,3745,Contract Finished,161784
5343,1906,08-10-2020,44952,24,1873,Running Contract,161827.2
5051,378,11-10-2020,230400,60,3840,Running Contract,829440
5779,3942,14-10-2020,107352,36,2982,Running Contract,386467.2
6605,7890,14-10-2020,79344,48,1653,Running Contract,285638.4
6655,8085,17-10-2020,260400,60,4340,Client in debt,937440
6534,7542,19-10-2020,590820,60,9847,Running Contract,2126952
5681,3448,20-10-2020,68664,24,2861,Running Contract,247190.4
6607,7894,21-10-2020,153144,36,4254,Running Contract,551318.4
6242,6097,22-10-2020,26208,36,728,Running Contract,94348.8
7242,11027,23-10-2020,48096,24,2004,Running Contract,173145.6
7277,11231,24-10-2020,89280,12,7440,Contract Finished,321408
6675,8158,01-11-2020,238716,36,6631,Running Contract,859377.6
5398,2187,04-11-2020,53472,12,4456,Contract Finished,192499.2
5956,4725,04-11-2020,168264,36,4674,Running Contract,605750.4
5731,3711,05-11-2020,460980,60,7683,Client in debt,1659528
6956,9631,09-11-2020,59448,24,2477,Running Contract,214012.8
6437,7052,09-11-2020,63972,36,1777,Client in debt,230299.2
5447,2335,12-11-2020,541200,60,9020,Client in debt,1948320
5973,4784,24-11-2020,219456,48,4572,Running Contract,790041.6
6075,5267,26-11-2020,129312,24,5388,Client in debt,465523.2
5281,1580,27-11-2020,194256,24,8094,Running Contract,699321.6
5103,666,28-11-2020,12540,12,1045,Contract Finished,45144
6468,7176,30-11-2020,203940,60,3399,Running Contract,734184
7209,10857,30-11-2020,385560,60,6426,Client in debt,1388016
5584,2986,06-12-2020,24792,24,1033,Running Contract,89251.2
4988,103,06-12-2020,265320,36,7370,Client in debt,955152
6502,7424,08-12-2020,30276,12,2523,Contract Finished,108993.6
5651,3329,08-12-2020,19248,12,1604,Contract Finished,69292.8
4962,25,08-12-2020,30276,12,2523,Contract Finished,108993.6
5862,4342,09-12-2020,100128,24,4172,Running Contract,360460.8
7199,10789,09-12-2020,45768,12,3814,Contract Finished,164764.8
6727,8505,10-12-2020,42840,12,3570,Contract Finished,154224
7279,11244,11-12-2020,155760,24,6490,Running Contract,560736
6544,7594,11-12-2020,130464,48,2718,Running Contract,469670.4
5933,4631,13-12-2020,87528,24,3647,Running Contract,315100.8
6574,7745,20-12-2020,77544,36,2154,Running Contract,279158.4
6399,6902,21-12-2020,49320,36,1370,Running Contract,177552
7187,10711,24-12-2020,24180,60,403,Running Contract,87048
6353,6686,25-12-2020,116496,24,4854,Running Contract,419385.6
5043,339,25-12-2020,468060,60,7801,Running Contract,1685016
5469,2445,26-12-2020,293160,60,4886,Running Contract,1055376
5976,4794,27-12-2020,465504,48,9698,Client in debt,1675814.4
6059,5196,28-12-2020,79824,12,6652,Contract Finished,287366.4
5799,4052,28-12-2020,106128,36,2948,Running Contract,382060.8
6147,5602,28-12-2020,177504,48,3698,Running Contract,639014.4
6254,6157,28-12-2020,247920,48,5165,Running Contract,892512
7100,10280,31-12-2020,348120,60,5802,Running Contract,1253232
7147,10478,02-01-2021,267600,48,5575,Running Contract,963360
5909,4550,03-01-2021,61320,60,1022,Running Contract,220752
7037,10022,03-01-2021,218064,48,4543,Running Contract,785030.4
5782,3953,04-01-2021,63576,12,5298,Running Contract,228873.6
6237,6075,06-01-2021,407952,48,8499,Client in debt,1468627.2
6552,7632,08-01-2021,170448,48,3551,Running Contract,613612.8
7067,10134,11-01-2021,136368,24,5682,Running Contract,490924.8
5320,1819,11-01-2021,143676,36,3991,Running Contract,517233.6
5930,4616,12-01-2021,66696,24,2779,Running Contract,240105.6
6486,7240,15-01-2021,152160,60,2536,Running Contract,547776
5245,1407,17-01-2021,125472,24,5228,Running Contract,451699.2
6643,8038,18-01-2021,35856,24,1494,Running Contract,129081.6
5260,1480,19-01-2021,123300,36,3425,Running Contract,443880
5569,2936,20-01-2021,504000,60,8400,Running Contract,1814400
7110,10345,21-01-2021,31260,12,2605,Running Contract,112536
7139,10445,22-01-2021,23412,12,1951,Running Contract,84283.2
6791,8926,23-01-2021,566640,60,9444,Running Contract,2039904
5360,2035,25-01-2021,176328,36,4898,Running Contract,634780.8
5287,1638,26-01-2021,64224,24,2676,Running Contract,231206.4
6553,7636,26-01-2021,42384,12,3532,Running Contract,152582.4
7072,10148,27-01-2021,22104,12,1842,Running Contract,79574.4
6044,5133,27-01-2021,57060,12,4755,Running Contract,205416
5332,1869,29-01-2021,37944,36,1054,Running Contract,136598.4
6866,9201,05-02-2021,122472,24,5103,Running Contract,440899.2
6633,7997,05-02-2021,160656,24,6694,Running Contract,578361.6
6926,9455,07-02-2021,374760,60,6246,Running Contract,1349136
6442,7082,08-02-2021,194160,48,4045,Running Contract,698976
5889,4456,09-02-2021,321240,60,5354,Running Contract,1156464
5765,3875,10-02-2021,153936,24,6414,Running Contract,554169.6
5124,785,12-02-2021,156096,36,4336,Running Contract,561945.6
5491,2545,13-02-2021,428784,48,8933,Running Contract,1543622.4
6730,8523,15-02-2021,93036,12,7753,Running Contract,334929.6
7151,10493,18-02-2021,133800,24,5575,Running Contract,481680
5140,873,24-02-2021,178500,60,2975,Running Contract,642600
7171,10650,24-02-2021,196224,48,4088,Running Contract,706406.4
6568,7713,25-02-2021,220440,60,3674,Running Contract,793584
6861,9179,28-02-2021,215040,60,3584,Running Contract,774144
6855,9153,01-03-2021,52236,36,1451,Running Contract,188049.6
7129,10404,01-03-2021,194280,60,3238,Running Contract,699408
5384,2142,07-03-2021,23328,12,1944,Running Contract,83980.8
6859,9167,07-03-2021,272220,60,4537,Running Contract,979992
5772,3906,08-03-2021,334620,60,5577,Running Contract,1204632
5665,3390,11-03-2021,40632,12,3386,Running Contract,146275.2
6495,7274,12-03-2021,49044,12,4087,Running Contract,176558.4
5061,440,13-03-2021,84288,48,1756,Running Contract,303436.8
6948,9560,15-03-2021,157068,36,4363,Running Contract,565444.8
5773,3907,16-03-2021,133848,24,5577,Running Contract,481852.8
6052,5164,23-03-2021,22356,36,621,Running Contract,80481.6
6682,8225,30-03-2021,36204,12,3017,Client in debt,130334.4
6083,5305,31-03-2021,240528,48,5011,Running Contract,865900.8
6962,9646,02-04-2021,279072,48,5814,Running Contract,1004659.2
5158,1004,11-04-2021,188532,36,5237,Running Contract,678715.2
6464,7156,16-04-2021,49488,24,2062,Running Contract,178156.8
5172,1083,16-04-2021,50976,36,1416,Running Contract,183513.6
5582,2982,17-04-2021,41256,12,3438,Running Contract,148521.6
6136,5572,19-04-2021,140880,60,2348,Running Contract,507168
6235,6062,19-04-2021,321360,60,5356,Running Contract,1156896
6508,7437,19-04-2021,110736,48,2307,Running Contract,398649.6
4968,38,19-04-2021,110736,48,2307,Running Contract,398649.6
6632,7990,23-04-2021,144960,48,3020,Running Contract,521856
7195,10774,23-04-2021,339168,48,7066,Running Contract,1221004.8
5525,2720,27-04-2021,93888,36,2608,Running Contract,337996.8
6320,6495,28-04-2021,104964,12,8747,Running Contract,377870.4
6766,8784,28-04-2021,74352,24,3098,Running Contract,267667.2
6872,9227,29-04-2021,191580,60,3193,Running Contract,689688
5906,4533,05-05-2021,81144,36,2254,Running Contract,292118.4
7172,10652,07-05-2021,45720,12,3810,Running Contract,164592
6571,7733,12-05-2021,140064,24,5836,Running Contract,504230.4
5616,3143,15-05-2021,130896,24,5454,Running Contract,471225.6
6312,6453,17-05-2021,10944,36,304,Running Contract,39398.4
6470,7181,17-05-2021,49872,12,4156,Running Contract,179539.2
5147,938,21-05-2021,22260,60,371,Running Contract,80136
5501,2622,21-05-2021,136344,24,5681,Running Contract,490838.4
6436,7049,22-05-2021,495180,60,8253,Running Contract,1782648
5699,3562,24-05-2021,174960,24,7290,Running Contract,629856
5313,1776,27-05-2021,43200,24,1800,Running Contract,155520
6234,6061,28-05-2021,5148,12,429,Running Contract,18532.8
6569,7721,28-05-2021,45456,12,3788,Running Contract,163641.6
7202,10812,29-05-2021,140688,48,2931,Running Contract,506476.8
5683,3460,29-05-2021,140688,48,2931,Running Contract,506476.8
5034,303,30-05-2021,112752,36,3132,Running Contract,405907.2
5435,2279,01-06-2021,314688,48,6556,Running Contract,1132876.8
5815,4116,03-06-2021,151200,36,4200,Running Contract,544320
5589,3005,05-06-2021,390000,48,8125,Running Contract,1404000
6746,8639,06-06-2021,185640,60,3094,Running Contract,668304
6790,8919,08-06-2021,76104,24,3171,Running Contract,273974.4
6857,9159,08-06-2021,69600,48,1450,Running Contract,250560
6450,7099,10-06-2021,234336,48,4882,Running Contract,843609.6
7221,10915,11-06-2021,152460,60,2541,Running Contract,548856
5527,2728,15-06-2021,156420,60,2607,Running Contract,563112
5620,3161,16-06-2021,30012,12,2501,Running Contract,108043.2
6215,5944,18-06-2021,78720,48,1640,Running Contract,283392
7167,10644,18-06-2021,269964,36,7499,Running Contract,971870.4
5823,4144,21-06-2021,212976,36,5916,Running Contract,766713.6
6207,5912,23-06-2021,184620,60,3077,Running Contract,664632
6932,9491,25-06-2021,225504,48,4698,Running Contract,811814.4
5669,3403,27-06-2021,71820,36,1995,Running Contract,258552
5154,993,01-07-2021,108720,60,1812,Running Contract,391392
7168,10645,05-07-2021,208332,36,5787,Running Contract,749995.2
5585,2988,08-07-2021,88608,12,7384,Running Contract,318988.8
7200,10799,11-07-2021,31140,60,519,Running Contract,112104
6539,7559,11-07-2021,12792,12,1066,Running Contract,46051.2
5774,3916,12-07-2021,96984,36,2694,Running Contract,349142.4
6357,6706,12-07-2021,64860,60,1081,Running Contract,233496
5042,330,12-07-2021,331584,48,6908,Running Contract,1193702.4
5015,226,12-07-2021,109344,12,9112,Running Contract,393638.4
5354,2000,14-07-2021,290820,60,4847,Running Contract,1046952
6054,5180,16-07-2021,58764,12,4897,Running Contract,211550.4
7295,11328,18-07-2021,280440,60,4674,Running Contract,1009584
5365,2055,19-07-2021,271260,60,4521,Running Contract,976536
6755,8713,24-07-2021,170700,60,2845,Running Contract,614520
5991,4858,27-07-2021,335184,48,6983,Client in debt,1206662.4
7035,10005,29-07-2021,210744,36,5854,Running Contract,758678.4
5893,4467,03-08-2021,86184,36,2394,Running Contract,310262.4
7164,10613,15-08-2021,249792,48,5204,Running Contract,899251.2
5304,1718,20-08-2021,172272,24,7178,Running Contract,620179.2
5561,2910,29-08-2021,437460,60,7291,Running Contract,1574856
5520,2699,30-08-2021,231168,48,4816,Running Contract,832204.8
5241,1389,02-09-2021,125472,24,5228,Running Contract,451699.2
7096,10257,02-09-2021,37812,12,3151,Running Contract,136123.2
6078,5283,09-09-2021,170832,48,3559,Running Contract,614995.2
5046,349,09-09-2021,42816,12,3568,Running Contract,154137.6
5334,1876,10-09-2021,209040,24,8710,Running Contract,752544
6969,9673,12-09-2021,88200,36,2450,Running Contract,317520
6821,9037,15-09-2021,321936,48,6707,Running Contract,1158969.6
5760,3862,18-09-2021,74916,36,2081,Running Contract,269697.6
5614,3137,21-09-2021,253560,60,4226,Running Contract,912816
7091,10243,22-09-2021,113436,36,3151,Running Contract,408369.6
5698,3556,22-09-2021,174840,60,2914,Running Contract,629424
5169,1068,24-09-2021,253200,60,4220,Running Contract,911520
7294,11327,27-09-2021,39168,24,1632,Running Contract,141004.8
5318,1808,30-09-2021,385584,48,8033,Running Contract,1388102.4
5368,2073,05-10-2021,44640,24,1860,Running Contract,160704
6923,9433,05-10-2021,44640,24,1860,Running Contract,160704
5463,2413,06-10-2021,17952,12,1496,Running Contract,64627.2
5265,1498,07-10-2021,165780,60,2763,Running Contract,596808
6321,6505,08-10-2021,38496,12,3208,Running Contract,138585.6
5226,1318,11-10-2021,185544,36,5154,Running Contract,667958.4
6868,9208,12-10-2021,82128,24,3422,Running Contract,295660.8
4967,37,14-10-2021,318480,60,5308,Client in debt,1146528
5293,1656,29-10-2021,189792,48,3954,Running Contract,683251.2
5865,4354,30-10-2021,327660,60,5461,Running Contract,1179576
5841,4268,04-11-2021,41988,12,3499,Running Contract,151156.8
5526,2725,08-11-2021,69624,36,1934,Running Contract,250646.4
6852,9140,10-11-2021,16032,48,334,Running Contract,57715.2
6469,7180,17-11-2021,99744,24,4156,Running Contract,359078.4
6168,5698,21-11-2021,99216,36,2756,Running Contract,357177.6
7292,11317,22-11-2021,317460,60,5291,Running Contract,1142856
5036,309,25-11-2021,91248,48,1901,Running Contract,328492.8
5644,3293,27-11-2021,276084,36,7669,Running Contract,993902.4
6856,9156,01-12-2021,163332,36,4537,Running Contract,587995.2
5428,2262,02-12-2021,230220,36,6395,Running Contract,828792
5027,276,02-12-2021,160920,36,4470,Running Contract,579312
4989,105,05-12-2021,352704,48,7348,Running Contract,1269734.4
5221,1284,05-12-2021,52512,12,4376,Running Contract,189043.2
6402,6922,06-12-2021,139488,24,5812,Running Contract,502156.8
5346,1928,06-12-2021,55632,24,2318,Running Contract,200275.2
6748,8645,08-12-2021,240900,60,4015,Running Contract,867240
